CustomerId	CustomerHomeAddress	CustomerCity	CustomerState	CustomerCountry	CustomerZipCode
SF-20200	16077 Highway 280	Kharkiv	Kharkiv	Ukraine	22374
CM-11815	1415 7Th Street South	London	England	United Kingdom	22377
FG-14260	626 Olive Street Sw	Philadelphia	Pennsylvania	United States	22380
KN-6705	27520 Hwy 98	Barcelona	Catalonia	Spain	22383
TB-11520	2800 Spring Avn SW	Kulti	West Bengal	India	22386
JB-15400	969 Us Hwy 80 West	Le Mans	Pays de la Loire	France	22389
KH-16510	3300 South Oates Street	Managua	Managua	Nicaragua	22392
DL-13330	4310 Montgomery Hwy	Mianyang	Sichuan	China	22395
KN-16390	600 Boll Weevil Circle	Maputo	Cidade De Maputo	Mozambique	22398
SV-20935	3176 South Eufaula Avenue	Cadereyta	Nuevo León	Mexico	22401
MD-17860	7100 Aaron Aronov Drive	Bundaberg	Queensland	Australia	22404
LS-17200	10040 County Road 48	Managua	Managua	Nicaragua	22407
CM-12445	3186 Hwy 171 North	Valparaíso de Goiás	Goiás	Brazil	22410
SS-20140	3100 Hough Rd	Manado	Sulawesi Utara	Indonesia	22413
GH-14425	2200 South Mckenzie St	Muzaffarpur	Bihar	India	22416
SM-20320	2001 Glenn Bldv Sw	Kermanshah	Kermanshah	Iran	22419
GR-14560	340 East Meighan Blvd	Thane	Maharashtra	India	22422
TS-21370	890 Odum Road	New York City	New York	United States	22425
DH-3675	1608 W Magnolia Ave	Piedecuesta	Santander	Colombia	22428
MM-8280	501 Willow Lane	Mixco	Guatemala	Guatemala	22431
PM-9135	170 Fort Morgan Road	Bangalore	Karnataka	India	22434
GP-4740	11697 US Hwy 431	Mexico City	Distrito Federal	Mexico	22437
AF-10870	42417 Hwy 195	Managua	Managua	Nicaragua	22440
TS-21505	1706 Military Street South	Yaounde	Centre	Cameroon	22443
BM-11575	1201 Hwy 31 NW	Xiamen	Fujian	China	22446
AH-10030	209 Lakeshore Parkway	Detroit	Michigan	United States	22449
AG-10495	2780 John Hawkins Pkwy	Kitwe	Copperbelt	Zambia	22452
AG-675	5335 Hwy 280 South	Berlin	Berlin	Germany	22455
SW-20755	1007 Red Farmer Drive	Cape Town	Western Cape	South Africa	22458
SK-19990	2900 S Mem PkwyDrake Ave	Jieyang	Guangdong	China	22461
AG-10900	11610 Memorial Pkwy South	New York City	New York	United States	22464
AJ-960	2200 Sparkman Drive	New York City	New York	United States	22467
MC-7275	330 Sutton Rd	Hamamatsu	Shizuoka	Japan	22470
ER-13855	6140A Univ Drive	Ningbo	Zhejiang	China	22473
EJ-13720	4206 N College Ave	Jodhpur	Rajasthan	India	22476
DH-13675	1625 Pelham South	Weimar	Thuringia	Germany	22479
HE-14800	1801 Hwy 78 East	Auckland	Auckland	New Zealand	22482
KT-16480	8551 Whitfield Ave	Beijing	Beijing	China	22485
SB-20170	8650 Madison Blvd	Lubumbashi	Katanga	Democratic Republic of the Congo	22488
EM-14140	145 Kelley Blvd	Franklin	Wisconsin	United States	22491
VT-21700	1970 S University Blvd	Omaha	Nebraska	United States	22494
JS-15880	6350 Cottage Hill Road	Nagpur	Maharashtra	India	22497
BC-11125	101 South Beltline Highway	Villahermosa	Tabasco	Mexico	22500
NF-18595	2500 Dawes Road	Oyonnax	Rhône-Alpes	France	22503
RH-9600	5245 Rangeline Service Rd	Metepec	México	Mexico	22506
CS-11950	685 Schillinger Rd	New York City	New York	United States	22509
CM-12235	3371 S Alabama Ave	Santa Ana	California	United States	22512
LW-16825	10710 Chantilly Pkwy	Manila	National Capital	Philippines	22515
RD-19585	3801 Eastern Blvd	Antony	Ile-de-France	France	22518
BT-11680	6495 Atlanta Hwy	Culiacán	Sinaloa	Mexico	22521
MD-7860	851 Ann St	Melbourne	Victoria	Australia	22524
CC-12145	15445 Highway 24	Mobile	Alabama	United States	22527
XP-21865	517 West Avalon Ave	Al Amarah	Maysan	Iraq	22530
ML-17410	5710 Mcfarland Blvd	Barcelona	Catalonia	Spain	22533
BS-11665	2453 2Nd Avenue East	Jakarta	Jakarta	Indonesia	22536
SC-20230	2900 Pepperrell Pkwy	Mashhad	Razavi Khorasan	Iran	22539
QJ-19255	92 Plaza Lane	Springfield	Virginia	United States	22542
RE-19450	1537 Hwy 231 South	Bhavnagar	Gujarat	India	22545
CP-2085	2181 Pelham Pkwy	Rome	Lazio	Italy	22548
JK-5730	165 Vaughan Ln	Palma de Mallorca	Balearic Islands	Spain	22551
HZ-14950	969 Us Hwy 80 West	Saint-Priest	Rhône-Alpes	France	22554
AR-10570	3300 South Oates Street	Anshan	Liaoning	China	22557
EH-14005	4310 Montgomery Hwy	Gyor	Gyor	Hungary	22560
JR-15700	600 Boll Weevil Circle	Coyoacán	Distrito Federal	Mexico	22563
PL-18925	3176 South Eufaula Avenue	Monrovia	Montserrado	Liberia	22566
TC-21145	7100 Aaron Aronov Drive	Johannesburg	Gauteng	South Africa	22569
DG-13300	10040 County Road 48	Harbin	Heilongjiang	China	22572
Dl-13600	3186 Hwy 171 North	Santiago de Cuba	Santiago de Cuba	Cuba	22575
NC-18415	3100 Hough Rd	Bogotá	Bogota	Colombia	22578
EB-13930	2200 South Mckenzie St	Erlangen	Bavaria	Germany	22581
CP-12085	2001 Glenn Bldv Sw	Tbilisi	Tbilisi	Georgia	22584
SM-20005	340 East Meighan Blvd	Bangkok	Bangkok	Thailand	22587
JR-15670	890 Odum Road	Jaipur	Rajasthan	India	22590
DL-12925	1608 W Magnolia Ave	Suzhou	Gansu	China	22593
FM-14290	501 Willow Lane	Reggio nell'Emilia	Emilia-Romagna	Italy	22596
DP-13165	170 Fort Morgan Road	Azcapotzalco	Distrito Federal	Mexico	22599
CK-12595	11697 US Hwy 431	Lublin	Lublin	Poland	22602
CM-11830	42417 Hwy 195	Gold Coast	Queensland	Australia	22605
PP-18955	1706 Military Street South	Zurich	Zürich	Switzerland	22608
MM-17260	1201 Hwy 31 NW	Elbasan	Elbasan	Albania	22611
ME-17320	209 Lakeshore Parkway	Medan	Sumatera Utara	Indonesia	22614
CS-12490	2780 John Hawkins Pkwy	Bandung	Jawa Barat	Indonesia	22617
GH-14410	5335 Hwy 280 South	Bangkok	Bangkok	Thailand	22620
MC-17635	1007 Red Farmer Drive	Voronezh	Voronezh	Russia	22623
LM-7065	2900 S Mem PkwyDrake Ave	Shimonoseki	Yamaguchi	Japan	22626
AR-10510	11610 Memorial Pkwy South	Dhaka	Dhaka	Bangladesh	22629
JH-15910	2200 Sparkman Drive	Huddersfield	England	United Kingdom	22632
DK-3375	330 Sutton Rd	Melbourne	Victoria	Australia	22635
EG-13900	6140A Univ Drive	Palu	Sulawesi Tengah	Indonesia	22638
AS-10630	4206 N College Ave	Imphal	Manipur	India	22641
CL-11890	1625 Pelham South	Shenyang	Liaoning	China	22644
CA-12265	1801 Hwy 78 East	Barcelona	Catalonia	Spain	22647
PF-19165	8551 Whitfield Ave	Muzaffarpur	Bihar	India	22650
DB-12970	8650 Madison Blvd	Bethlehem	Pennsylvania	United States	22653
CL-12565	145 Kelley Blvd	Koumra	Mandoul	Chad	22656
MF-17665	1970 S University Blvd	Ballarat	Victoria	Australia	22659
IM-15055	6350 Cottage Hill Road	Podgorica	Podgorica	Montenegro	22662
EB-13975	101 South Beltline Highway	Ribeirão Preto	São Paulo	Brazil	22665
AA-10315	2500 Dawes Road	Brisbane	Queensland	Australia	22668
MV-17485	5245 Rangeline Service Rd	Zapopan	Jalisco	Mexico	22671
JW-15955	685 Schillinger Rd	Sydney	New South Wales	Australia	22674
TS-21610	3371 S Alabama Ave	Guelph	Ontario	Canada	22677
MC-17575	10710 Chantilly Pkwy	Bellingham	Washington	United States	22680
JF-5415	3801 Eastern Blvd	Lahore	Punjab	Pakistan	22683
AH-10210	6495 Atlanta Hwy	Bordeaux	Aquitaine	France	22686
KD-16345	851 Ann St	Hamadan	Hamadan	Iran	22689
PG-18895	15445 Highway 24	Windhoek	Khomas	Namibia	22692
HK-14890	517 West Avalon Ave	Eindhoven	North Brabant	Netherlands	22695
RR-19315	5710 Mcfarland Blvd	New York City	New York	United States	22698
HH-5010	2453 2Nd Avenue East	Quetzaltenango	Quezaltenango	Guatemala	22701
SH-20635	2900 Pepperrell Pkwy	Lahore	Punjab	Pakistan	22704
AR-10825	92 Plaza Lane	Manila	National Capital	Philippines	22707
RP-9855	1537 Hwy 231 South	Antiguo Cuscatlán	La Libertad	El Salvador	22710
LR-17035	2181 Pelham Pkwy	Cranston	Rhode Island	United States	22713
IM-5055	165 Vaughan Ln	Guantánamo	Guantánamo	Cuba	22716
CK-12325	3700 Hwy 280-431 N	Bacolod City	Western Visayas	Philippines	22719
AS-285	1903 Cobbs Ford Rd	Nagpur	Maharashtra	India	22722
DK-12985	4180 Us Hwy 431	Kwinana	Western Australia	Australia	22725
EH-4185	13675 Hwy 43	Wuxi	Jiangsu	China	22728
ML-17395	1095 Industrial Pkwy	Sydney	New South Wales	Australia	22731
BF-11215	24833 Johnt Reidprkw	Deuil-la-Barre	Ile-de-France	France	22734
MB-7305	1501 Hwy 14 East	Zapopan	Jalisco	Mexico	22737
CR-12580	7855 Moffett Rd	Lafayette	Louisiana	United States	22740
TB-21520	150 Springville Station Blvd	Wollongong	New South Wales	Australia	22743
KN-16450	690 Hwy 78	Lisbon	Lisboa	Portugal	22746
HR-14770	41301 US Hwy 280	Jhansi	Uttar Pradesh	India	22749
CK-12760	214 Haynes Street	Amravati	Maharashtra	India	22752
RO-9780	1300 Gilmer Ave	Wafangdian	Liaoning	China	22755
EN-13780	34301 Hwy 43	Delhi	Delhi	India	22758
AH-10465	1420 Us 231 South	San Juan de la Maguana	San Juan	Dominican Republic	22761
AH-10585	1501 Skyland Blvd E	New York City	New York	United States	22764
RB-9435	3501 20th Av	Mexico City	Distrito Federal	Mexico	22767
AG-525	1300 Montgomery Highway	Chicago	Illinois	United States	22770
AR-10345	4538 Us Hwy 231	Antananarivo	Analamanga	Madagascar	22773
MW-8220	2575 Us Hwy 43	Ufa	Bashkortostan	Russia	22776
AH-210	4180 Us Hwy 431	Jamshedpur	Jharkhand	India	22779
TH-21235	13675 Hwy 43	Tehran	Tehran	Iran	22782
LT-7110	1095 Industrial Pkwy	Bendigo	Victoria	Australia	22785
HD-14785	24833 Johnt Reidprkw	Quetta	Baluchistan	Pakistan	22788
MC-7575	1501 Hwy 14 East	Rovigo	Veneto	Italy	22791
MH-18025	7855 Moffett Rd	Shenyang	Liaoning	China	22794
CC-2475	150 Springville Station Blvd	Casablanca	Grand Casablanca	Morocco	22797
CM-12190	690 Hwy 78	Ghent	East Flanders	Belgium	22800
RA-19915	41301 US Hwy 280	Boulogne-Billancourt	Ile-de-France	France	22803
MT-18070	214 Haynes Street	Soacha	Cundinamarca	Colombia	22806
JF-15415	1300 Gilmer Ave	Puebla	Puebla	Mexico	22809
ES-14020	34301 Hwy 43	Brisbane	Queensland	Australia	22812
CC-12685	1420 Us 231 South	Vienna	Vienna	Austria	22815
IM-15070	1501 Skyland Blvd E	Xiangtan	Hunan	China	22818
DA-13450	3501 20th Av	Dudley	England	United Kingdom	22821
SS-10410	1300 Montgomery Highway	San Francisco	California	United States	22824
BM-11650	4538 Us Hwy 231	Vienna	Vienna	Austria	22827
SW-20350	2575 Us Hwy 43	Ris-Orangis	Ile-de-France	France	22830
CM-1830	301 Massachusetts Ave	Managua	Managua	Nicaragua	22833
MY-17380	780 Lynnway	Levallois-Perret	Ile-de-France	France	22836
MS-7830	70 Pleasant Valley Street	Ho Chi Minh City	Ho Chí Minh City	Vietnam	22839
HG-14965	830 Curran Memorial Hwy	Mexico City	Distrito Federal	Mexico	22842
DC-13285	1470 S Washington St	Casablanca	Grand Casablanca	Morocco	22845
DL-13315	506 State Road	Luts'k	Volyn	Ukraine	22848
JK-15370	742 Main Street	Madrid	Madrid	Spain	22851
CH-2070	72 Main St	Charlotte	North Carolina	United States	22854
MH-7440	200 Otis Street	Jizan	Jizan	Saudi Arabia	22857
MC-17845	180 North King Street	Singapore	Singapore	Singapore	22860
PW-19030	555 East Main St	San Salvador	San Salvador	El Salvador	22863
BS-11590	555 Hubbard Ave-Suite 12	Lorain	Ohio	United States	22866
DO-13435	300 Colony Place	Stoke-on-Trent	England	United Kingdom	22869
SG-20890	301 Falls Blvd	New York City	New York	United States	22872
SU-20665	36 Paramount Drive	São Paulo	São Paulo	Brazil	22875
JC-16105	450 Highland Ave	Philadelphia	Pennsylvania	United States	22878
TB-21190	1180 Fall River Avenue	Huaibei	Anhui	China	22881
SV-10785	1105 Boston Road	Lehi	Utah	United States	22884
VP-21760	100 Charlton Road	Masterton	Wellington	New Zealand	22887
LR-16915	262 Swansea Mall Dr	Seattle	Washington	United States	22890
TH-21550	333 Main Street	Whangarei	Northland	New Zealand	22893
TC-11145	550 Providence Hwy	Kunming	Yunnan	China	22896
JL-15235	352 Palmer Road	Columbia	Missouri	United States	22899
RK-19300	3005 Cranberry Hwy Rt 6 28	Vancouver	British Columbia	Canada	22902
CC-12670	250 Rt 59	Pamplona	Navarra	Spain	22905
DB-13555	141 Washington Ave Extension	Haninge	Stockholm	Sweden	22908
SG-20605	13858 Rt 31 W	Oviedo	Asturias	Spain	22911
MG-17890	2055 Niagara Falls Blvd	Carrollton	Texas	United States	22914
MA-17560	101 Sanford Farm Shpg Center	Nasik	Maharashtra	India	22917
CB-12025	297 Grant Avenue	Torrevieja	Valenciana	Spain	22920
DH-13075	4133 Veterans Memorial Drive	Atlanta	Georgia	United States	22923
BT-11395	6265 Brockport Spencerport Rd	Ube	Yamaguchi	Japan	22926
TT-11265	5399 W Genesse St	New York City	New York	United States	22929
TH-11235	3191 County rd 10	Minneapolis	Minnesota	United States	22932
VG-21790	30 Catskill	Pozzuoli	Campania	Italy	22935
NW-18400	161 Centereach Mall	Poltava	Poltava	Ukraine	22938
VP-21730	3018 East Ave	Depok	Yogyakarta	Indonesia	22941
SS-20410	100 Thruway Plaza	Regensburg	Bavaria	Germany	22944
JE-15715	8064 Brewerton Rd	Mejicanos	San Salvador	El Salvador	22947
AG-270	5033 Transit Road	Visakhapatnam	Andhra Pradesh	India	22950
BW-11200	3949 Route 31	Camagüey	Camagüey	Cuba	22953
EK-13795	139 Merchant Place	Matagalpa	Matagalpa	Nicaragua	22956
SG-20080	85 Crooked Hill Road	Seattle	Washington	United States	22959
SC-10725	872 Route 13	Clamart	Ile-de-France	France	22962
AG-10525	279 Troy Road	Christchurch	Canterbury	New Zealand	22965
MG-18145	2465 Hempstead Turnpike	Los Angeles	California	United States	22968
BD-11605	6438 Basile Rowe	Garbsen	Lower Saxony	Germany	22971
PB-19105	25737 US Rt 11	Jixi	Heilongjiang	China	22974
SC-20575	901 Route 110	Santo Domingo	Santo Domingo	Dominican Republic	22977
DO-3435	2400 Route 9	Potchefstroom	North-West	South Africa	22980
CC-12220	10401 Bennett Road	Vladimir	Vladimir	Russia	22983
TS-21430	1818 State Route 3	Bordeaux	Aquitaine	France	22986
AZ-10750	4300 Lakeville Road	Perth	Western Australia	Australia	22989
IG-15085	990 Route 5 20	Burgos	Castile and León	Spain	22992
SP-20860	311 RT 9W	Kollam	Kerala	India	22995
KM-16225	200 Dutch Meadows Ln	Yangon	Yangon	Myanmar (Burma)	22998
KM-6720	100 Elm Ridge Center Dr	Mexico City	Distrito Federal	Mexico	23001
MM-18055	1549 Rt 9	Mexico City	Distrito Federal	Mexico	23004
RB-19360	5360 Southwestern Blvd	Bondy	Ile-de-France	France	23007
NC-8415	103 North Caroline St	Mont-de-Marsan	Aquitaine	France	23010
SN-20710	1000 State Route 36	Lyon	Rhône-Alpes	France	23013
DL-3330	1400 County Rd 64	Houston	Texas	United States	23016
JG-15115	135 Fairgrounds Memorial Pkwy	Depok	Jawa Barat	Indonesia	23019
CJ-11875	2 Gannett Dr	Casablanca	Grand Casablanca	Morocco	23022
AY-10555	233 5th Ave Ext	Huaibei	Anhui	China	23025
BV-11245	601 Frank Stottile Blvd	Springfield	Missouri	United States	23028
PO-9195	350 E Fairmount Ave	Santo André	São Paulo	Brazil	23031
GZ-4545	4975 Transit Rd	Menden	North Rhine-Westphalia	Germany	23034
PN-18775	579 Troy-Schenectady Road	Beijing	Beijing	China	23037
SC-20800	5783 So Transit Road	Wollongong	New South Wales	Australia	23040
AC-10615	7155 State Rt 12 S	Spanish Town	Saint Catherine	Jamaica	23043
VB-21745	425 Route 31	Thane	Maharashtra	India	23046
TT-11460	3222 State Rt 11	Taupo	Waikato	New Zealand	23049
AC-10420	200 Sunrise Mall	Providence	Rhode Island	United States	23052
CG-12040	43 Stephenville St	Fengcheng	Liaoning	China	23055
TR-11325	750 Middle Country Road	Vernon	Upper Normandy	France	23058
SC-20440	470 Route 211 East	Seattle	Washington	United States	23061
BT-11305	3133 E Main St	Philadelphia	Pennsylvania	United States	23064
JB-15925	288 Larkin	Tianjin	Tianjin	China	23067
GW-14605	41 Anawana Lake Road	Stoke-on-Trent	England	United Kingdom	23070
SC-20725	4765 Commercial Drive	Chihuahua	Chihuahua	Mexico	23073
EH-13765	1201 Rt 300	Elx	Valenciana	Spain	23076
YS-21880	255 W Main St	Henderson	Kentucky	United States	23079
FO-14305	120 Commercial Parkway	Santa Cruz de Barahona	Barahona	Dominican Republic	23082
RP-19855	1400 Farmington Ave	Brasília	Federal District	Brazil	23085
AB-10600	161 Berlin Road	Philadelphia	Pennsylvania	United States	23088
KB-16240	67 Newton Rd	Lanzhou	Gansu	China	23091
KA-16525	656 New Haven Ave	Shanghai	Shanghai	China	23094
EM-3960	69 Prospect Hill Road	Manila	National Capital	Philippines	23097
JD-15790	150 Gold Star Hwy	Bologna	Emilia-Romagna	Italy	23100
JL-15850	900 Boston Post Road	Alice Springs	Northern Territory	Australia	23103
JW-16075	2300 Dixwell Ave	Doha	Ad Dawhah	Qatar	23106
LL-6840	495 Flatbush Ave	Velletri	Lazio	Italy	23109
TH-21100	180 River Rd	Matsubara	Oita	Japan	23112
MC-17275	420 Buckland Hills Dr	Kuantan	Pahang	Malaysia	23115
NG-8430	1365 Boston Post Road	Gloucester	England	United Kingdom	23118
KD-16615	1100 New Haven Road	Kinshasa	Kinshasa	Democratic Republic of the Congo	23121
MC-17605	315 Foxon Blvd	Vigo	Galicia	Spain	23124
JK-15625	164 Danbury Rd	Puteaux	Ile-de-France	France	23127
TS-11505	3164 Berlin Turnpike	Geelong	Victoria	Australia	23130
LD-6855	474 Boston Post Road	Jakarta	Jakarta	Indonesia	23133
LP-17080	650 Main Ave	Whakatane	Bay of Plenty	New Zealand	23136
CV-12805	680 Connecticut Avenue	Açu	Rio Grande do Norte	Brazil	23139
MO-17500	220 Salem Turnpike	Colchester	England	United Kingdom	23142
MS-17530	655 Boston Post Rd	Sandy Springs	Georgia	United States	23145
GA-14515	625 School Street	Montpellier	Languedoc-Roussillon	France	23148
CS-12355	80 Town Line Rd	Wetzlar	Hesse	Germany	23151
GM-14500	465 Bridgeport Avenue	Perth	Western Australia	Australia	23154
CC-2670	235 Queen St	Cleveland	Ohio	United States	23157
MN-17935	150 Barnum Avenue Cutoff	Providence	Rhode Island	United States	23160
JM-16195	970 Torringford Street	Shashi	Hubei	China	23163
DB-13615	844 No Colony Road	Moers	North Rhine-Westphalia	Germany	23166
PK-18910	910 Wolcott St	Chaoyang	Jilin	China	23169
LS-16945	155 Waterford Parkway No	San Francisco	California	United States	23172
JK-15730	515 Sawmill Road	Rugby	England	United Kingdom	23175
SW-10275	2473 Hackworth Road	São Paulo	São Paulo	Brazil	23178
MC-18100	630 Coonial Promenade Pkwy	Round Rock	Texas	United States	23181
EH-13945	2643 Hwy 280 West	Hamburg	Hamburg	Germany	23184
LC-16930	540 West Bypass	Saint-Chamond	Rhône-Alpes	France	23187
MA-17995	5560 Mcclellan Blvd	Fontenay-aux-Roses	Ile-de-France	France	23190
SP-20650	1450 No Brindlee Mtn Pkwy	Baotou	Inner Mongolia	China	23193
JH-15430	1011 US Hwy 72 East	Prato	Tuscany	Italy	23196
ML-17755	973 Gilbert Ferry Road Se	Fort Worth	Texas	United States	23199
PC-18745	1717 South College Street	Indianapolis	Indiana	United States	23202
KE-16420	701 Mcmeans Ave	San Francisco	California	United States	23205
EM-4200	750 Academy Drive	Joinville	Santa Catarina	Brazil	23208
DW-13480	312 Palisades Blvd	Mexico City	Distrito Federal	Mexico	23211
SC-10680	1600 Montclair Rd	Canberra	Australian Capital Territory	Australia	23214
JG-15805	5919 Trussville Crossings Pkwy	Casablanca	Grand Casablanca	Morocco	23217
LL-16840	9248 Parkway East	Colombo	Parana	Brazil	23220
PV-8985	1972 Hwy 431	Santo Domingo	Santo Domingo	Dominican Republic	23223
PO-19180	10675 Hwy 5	Dover	New Hampshire	United States	23226
SH-19975	2041 Douglas Avenue	Jining	Shandong	China	23229
GA-14725	5100 Hwy 31	Thane	Maharashtra	India	23232
GT-4755	1916 Center Point Rd	Zhenjiang	Jiangsu	China	23235
PR-18880	1950 W Main St	Surat	Gujarat	India	23238
AG-10765	16077 Highway 280	York	England	United Kingdom	23241
SE-20110	1415 7Th Street South	Jining	Inner Mongolia	China	23244
JB-16045	626 Olive Street Sw	Mérida	Yucatán	Mexico	23247
JM-5580	27520 Hwy 98	Villa Nueva	Guatemala	Guatemala	23250
JO-15280	2800 Spring Avn SW	Annecy-le-Vieux	Rhône-Alpes	France	23253
LP-17095	969 Us Hwy 80 West	Drancy	Ile-de-France	France	23256
EJ-14155	3300 South Oates Street	Jacksonville	Florida	United States	23259
VW-21775	4310 Montgomery Hwy	Gold Coast	Queensland	Australia	23262
GM-14455	600 Boll Weevil Circle	Dar es Salaam	Dar Es Salaam	Tanzania	23265
BF-1080	3176 South Eufaula Avenue	Nuremberg	Bavaria	Germany	23268
SM-20905	7100 Aaron Aronov Drive	Antony	Ile-de-France	France	23271
BO-1425	10040 County Road 48	Concord	California	United States	23274
AW-10930	3186 Hwy 171 North	Macheng	Hubei	China	23277
JP-15460	3100 Hough Rd	Beni Mellal	Tadla-Azilal	Morocco	23280
AS-10240	2200 South Mckenzie St	Juárez	Chihuahua	Mexico	23283
TB-11625	2001 Glenn Bldv Sw	Roswell	Georgia	United States	23286
JP-5520	340 East Meighan Blvd	Hamburg	Hamburg	Germany	23289
BD-11770	890 Odum Road	Madurai	Tamil Nadu	India	23292
BD-11635	1608 W Magnolia Ave	Dortmund	North Rhine-Westphalia	Germany	23295
CC-2370	501 Willow Lane	Loubomo	Niari	Republic of the Congo	23298
PO-8850	170 Fort Morgan Road	Jiangmen	Guangdong	China	23301
TZ-21445	11697 US Hwy 431	Troy	Ohio	United States	23304
RB-19435	42417 Hwy 195	Kaliningrad	Kaliningrad	Russia	23307
JE-15475	1706 Military Street South	Mejicanos	San Salvador	El Salvador	23310
AI-10855	1201 Hwy 31 NW	New York City	New York	United States	23313
MH-17440	209 Lakeshore Parkway	Kristiansand	Vest-Agder	Norway	23316
JE-6165	2780 John Hawkins Pkwy	Ad Diwaniyah	Al Qadisiyah	Iraq	23319
DS-13180	5335 Hwy 280 South	Jakarta	Jakarta	Indonesia	23322
AC-10660	1007 Red Farmer Drive	Managua	Managua	Nicaragua	23325
MH-17455	2900 S Mem PkwyDrake Ave	Kinshasa	Kinshasa	Democratic Republic of the Congo	23328
CC-12430	11610 Memorial Pkwy South	San Diego	California	United States	23331
NG-18355	2200 Sparkman Drive	Philadelphia	Pennsylvania	United States	23334
RC-19825	330 Sutton Rd	Perth	Western Australia	Australia	23337
JD-16015	6140A Univ Drive	Marikina	National Capital	Philippines	23340
JH-5910	4206 N College Ave	Bayonne	Aquitaine	France	23343
SC-10695	1625 Pelham South	Wollongong	New South Wales	Australia	23346
RD-9930	1801 Hwy 78 East	Avondale	Arizona	United States	23349
LC-6930	8551 Whitfield Ave	Fairfield	Ohio	United States	23352
DW-13195	8650 Madison Blvd	San José de las Lajas	Mayabeque	Cuba	23355
RD-19900	145 Kelley Blvd	Montreuil	Ile-de-France	France	23358
MV-18190	1970 S University Blvd	Algiers	Alger	Algeria	23361
RD-19480	6350 Cottage Hill Road	Lowell	Massachusetts	United States	23364
SV-20365	101 South Beltline Highway	Wollongong	New South Wales	Australia	23367
LS-17230	2500 Dawes Road	Bologna	Emilia-Romagna	Italy	23370
GD-14590	5245 Rangeline Service Rd	New York City	New York	United States	23373
EB-13750	685 Schillinger Rd	León	León	Nicaragua	23376
KH-6360	3371 S Alabama Ave	Seattle	Washington	United States	23379
BF-11275	10710 Chantilly Pkwy	Townsville	Queensland	Australia	23382
NG-18430	3801 Eastern Blvd	Istanbul	Istanbul	Turkey	23385
Co-12640	6495 Atlanta Hwy	Marseille	Provence-Alpes-Côte d'Azur	France	23388
SF-20965	851 Ann St	Kaunas	Kaunas	Lithuania	23391
KB-16405	15445 Highway 24	Ardabil	Ardabil	Iran	23394
LC-16870	517 West Avalon Ave	Mexicali	Baja California	Mexico	23397
JL-15505	5710 Mcfarland Blvd	Mecca	Makkah	Saudi Arabia	23400
BD-11725	2453 2Nd Avenue East	Alexandria	Al Iskandariyah	Egypt	23403
TM-21010	2900 Pepperrell Pkwy	Queanbeyan	New South Wales	Australia	23406
AB-150	92 Plaza Lane	Guilin	Guangxi	China	23409
BW-11065	1537 Hwy 231 South	Sydney	New South Wales	Australia	23412
FM-14380	2181 Pelham Pkwy	Henderson	Kentucky	United States	23415
PC-8745	165 Vaughan Ln	Gaomi	Shandong	China	23418
BN-1470	969 Us Hwy 80 West	Pretoria	Gauteng	South Africa	23421
AH-10120	3300 South Oates Street	Blackpool	England	United Kingdom	23424
LF-17185	4310 Montgomery Hwy	Schwerin	Mecklenburg-Vorpommern	Germany	23427
DJ-13630	600 Boll Weevil Circle	Springfield	Virginia	United States	23430
SJ-20125	3176 South Eufaula Avenue	Gold Coast	Queensland	Australia	23433
ML-18265	7100 Aaron Aronov Drive	Jeddah	Makkah	Saudi Arabia	23436
SF-10965	10040 County Road 48	Aligarh	Uttar Pradesh	India	23439
PO-8865	3186 Hwy 171 North	Trento	Trentino-Alto Adige	Italy	23442
MH-17290	3100 Hough Rd	Ravenna	Emilia-Romagna	Italy	23445
NR-18550	2200 South Mckenzie St	Lafayette	Louisiana	United States	23448
MK-17905	2001 Glenn Bldv Sw	Mixco	Guatemala	Guatemala	23451
DB-13660	340 East Meighan Blvd	Basel	Basel-Stadt	Switzerland	23454
PH-18790	890 Odum Road	Matola	Maputo	Mozambique	23457
AB-10165	1608 W Magnolia Ave	Poitiers	Poitou-Charentes	France	23460
CA-12055	501 Willow Lane	Seoul	Seoul	South Korea	23463
JF-5295	170 Fort Morgan Road	Mulhouse	Alsace	France	23466
KT-16465	11697 US Hwy 431	Milan	Lombardy	Italy	23469
RB-9705	42417 Hwy 195	Jakarta	Jakarta	Indonesia	23472
BD-1725	1706 Military Street South	New York City	New York	United States	23475
EB-13705	1201 Hwy 31 NW	Vienna	Vienna	Austria	23478
MG-17875	209 Lakeshore Parkway	Kota Kinabalu	Sabah	Malaysia	23481
MG-17650	2780 John Hawkins Pkwy	Denver	Colorado	United States	23484
AG-10270	5335 Hwy 280 South	Uberaba	Minas Gerais	Brazil	23487
NP-8685	1007 Red Farmer Drive	Rueil-Malmaison	Ile-de-France	France	23490
AS-630	2900 S Mem PkwyDrake Ave	Crawley	England	United Kingdom	23493
SC-20680	11610 Memorial Pkwy South	Makurdi	Benue	Nigeria	23496
MC-17590	2200 Sparkman Drive	Madrid	Madrid	Spain	23499
TP-11415	330 Sutton Rd	Providence	Rhode Island	United States	23502
HH-15010	6140A Univ Drive	Tallinn	Harjumaa	Estonia	23505
BT-11485	4206 N College Ave	Hobart	Tasmania	Australia	23508
EB-13870	1625 Pelham South	Swansea	Wales	United Kingdom	23511
JP-15520	1801 Hwy 78 East	Paranaguá	Parana	Brazil	23514
